Region,TownSize,Gender,Age,EducationYears,JobCategory,EmploymentLength,HouseholdIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,Telecommute,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonthly,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,equivalence_class,re_identification_risk,scenario_one,scenario_two,scenario_three,scenario_four
1,5,0,64 and Over,12 - 16,3,20 - 25,10 - 40,3.1996440081408446,0.4153775992402633,-0.09117713188684351,0,1,2,1,1,0,0,1,3,0,0,4.894303194657042,30,,0,4,38.61333123449761,9,224.98,1,71,36.0,2663.45,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,1-5-0-12 - 16-3,1.0,0.1875,0.3,0.345,1.0
1,4,0,34 - 44,16 and Over,2,5 and Under,40 - 80,11.668292530958226,2.0846549370791214,3.3080994666799324,1,1,2,6,0,0,0,0,2,1,0,30.458440833374514,32,,0,4,9.244932294513633,7,230.31,1,20,5.25,96.55,1,59.45,1181.4,1,1,86.45,1757.1,0,1,1,4,1,1,1,1,1,15,1,1,1,1,0,1-4-0-16 and Over-2,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
3,1,1,54 - 64,6 - 12,5,25 and Over,40 - 80,20.993843042391138,6.847344987829916,2.8218201575559125,1,1,2,2,1,1,0,0,2,1,0,16.168527862381307,26,,0,2,14.304336093082465,10,221.9,0,29,12.75,389.6,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,3-1-1-6 - 12-5,0.3333333333333333,0.0625,0.09999999999999999,0.11499999999999999,0.3333333333333333
2,1,1,64 and Over,16 and Over,1,20 - 25,80 - 120,16.105129409198643,4.19272299633108,11.865715426112107,0,0,1,0,0,0,0,0,4,1,1,53.35509755542282,16,,0,4,34.0580789176771,16,654.08,0,70,31.85,2206.5,0,0.0,0.0,1,0,0.0,0.0,1,0,0,2,0,1,0,1,0,14,1,1,1,0,1,2-1-1-16 and Over-1,0.05555555555555555,0.010416666666666666,0.016666666666666666,0.019166666666666665,0.05555555555555555
4,3,0,64 and Over,6 - 12,5,25 and Over,10 - 40,3.8560016101021866,1.5806620846996926,1.2187819425780186,0,1,2,1,0,1,0,1,1,0,0,5.243239598750413,18,,0,4,21.398780042342047,18,385.3,0,54,21.05,1192.55,0,0.0,0.0,1,0,0.0,0.0,0,0,0,1,0,0,0,1,1,25,1,0,0,0,1,4-3-0-6 - 12-5,1.0,0.1875,0.3,0.345,1.0
5,2,1,24 - 34,16 and Over,4,5 and Under,10 - 40,12.688156989207389,2.4219702721061602,-1.2699967283023108,1,0,1,14,0,0,0,0,3,1,1,8.255728146098727,23,,1,4,7.489640136380194,16,314.3,0,12,2.8,48.15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,17,1,1,1,0,0,5-2-1-16 and Over-4,0.5,0.09375,0.15,0.1725,0.5
5,5,0,44 - 54,16 and Over,6,20 - 25,300 and Over,25.51599060033473,67.28042378445936,140.54545887384714,1,0,1,1,0,1,0,1,3,1,0,99.61744829417238,31,,1,1,19.237232332614095,12,1603.91,1,57,13.2,761.45,0,0.0,0.0,1,1,40.75,2113.45,1,1,1,3,1,1,1,1,1,22,1,1,0,1,0,5-5-0-16 and Over-6,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
2,3,0,24 - 34,16 and Over,1,5 and Under,40 - 80,9.230475686977986,1.4771503036932458,4.328958176827971,0,1,2,1,1,0,0,1,2,1,0,24.257815344830252,31,,0,2,6.001558419177014,8,112.78,1,11,6.4,80.7,0,0.0,0.0,1,1,20.7,195.35,0,0,1,0,1,1,1,1,0,23,0,1,1,0,0,2-3-0-16 and Over-1,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
3,2,0,54 - 64,16 and Over,1,5 - 10,160 - 200,5.140929199479152,3.601377542035559,7.218282093929712,0,1,4,1,0,0,0,1,1,1,1,84.89571450315326,20,,1,4,27.007498242750916,11,442.65,1,59,16.75,959.95,0,0.0,0.0,1,0,0.0,0.0,0,1,0,2,1,1,1,1,0,14,1,0,0,0,1,3-2-0-16 and Over-1,0.08333333333333333,0.015625,0.024999999999999998,0.028749999999999998,0.08333333333333333
5,5,1,44 - 54,12 - 16,2,5 and Under,10 - 40,16.102744950674587,0.5701659262630514,4.089005984088001,1,1,2,2,0,2,0,1,2,1,0,13.24967671322953,35,,1,3,23.100396975345372,13,343.39,1,53,18.35,1002.75,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,0,1,0,0,0,17,1,0,0,0,1,5-5-1-12 - 16-2,0.02564102564102564,0.004807692307692308,0.007692307692307692,0.008846153846153846,0.02564102564102564
4,3,1,44 - 54,16 and Over,2,5 - 10,10 - 40,11.38070401949473,1.9621668253985936,4.111065660276444,1,1,2,0,0,0,0,1,2,1,0,16.613145290216263,33,,0,1,18.198519286154877,10,440.75,1,42,14.35,642.75,1,39.3,1656.8,0,1,33.55,1527.15,1,1,1,4,0,0,0,0,1,20,1,1,1,1,0,4-3-1-16 and Over-2,0.08333333333333333,0.015625,0.024999999999999998,0.028749999999999998,0.08333333333333333
4,4,1,44 - 54,16 and Over,5,10 - 15,80 - 120,14.04694033694983,2.8976293958722774,8.9121530883642,0,1,2,5,0,0,0,0,3,1,0,43.89598490886145,26,,1,4,23.760193430041582,16,761.17,1,39,11.05,454.05,0,0.0,0.0,1,1,22.5,815.25,1,1,0,4,1,0,1,0,1,34,1,1,1,0,1,4-4-1-16 and Over-5,0.3333333333333333,0.0625,0.09999999999999999,0.11499999999999999,0.3333333333333333
5,5,1,54 - 64,16 and Over,3,10 - 15,300 and Over,10.702614763384824,13.216832210782425,23.448879082056987,1,0,1,4,0,0,0,0,3,1,1,85.93376071549532,46,,0,4,27.57333935832011,7,255.65,0,56,21.15,1175.6,1,49.45,2642.05,1,0,0.0,0.0,1,1,1,3,0,1,1,1,1,14,1,0,0,0,0,5-5-1-16 and Over-3,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
2,3,1,24 - 34,16 and Over,3,5 and Under,40 - 80,9.069543610936059,3.6655265521554945,2.131664225718978,0,0,2,2,0,2,0,1,2,1,0,36.90571559579447,28,,1,3,3.2435894366356264,9,175.21,1,6,5.9,36.05,1,30.7,153.5,0,0,0.0,0.0,1,1,0,2,1,0,0,0,0,19,1,1,1,0,1,2-3-1-16 and Over-3,0.5,0.09375,0.15,0.1725,0.5
5,1,0,64 and Over,6 - 12,3,30 and Over,10 - 40,2.675455025069265,-0.1792772276403744,-3.4012846834401067,0,1,2,2,2,0,0,1,2,1,0,5.302118486181649,21,,0,4,38.61376069842804,9,170.51,0,71,24.15,1771,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,1,23,1,0,1,0,0,5-1-0-6 - 12-3,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
2,1,1,64 and Over,6 - 12,3,25 and Over,10 and Under,5.603241971255519,-0.18895427740933035,0.9916073105971518,0,1,2,8,0,0,0,1,3,0,0,4.841365583788253,29,,0,4,39.378504367206794,17,234.85,1,72,23.0,1735.6,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,1,1,1,1,0,12,0,0,0,0,1,2-1-1-6 - 12-3,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
2,4,0,44 - 54,6 - 12,2,5 and Under,10 - 40,5.67937320256175,-0.15969923730812918,2.440943424825715,1,1,2,0,0,0,0,1,5,1,0,14.73369144641489,27,,0,2,14.261219088545067,6,263.42,1,41,7.0,310.8,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,2-4-0-6 - 12-2,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
3,4,1,54 - 64,12 - 16,3,10 - 15,40 - 80,7.1597013482338046,2.328680150061884,6.633751158764791,0,0,2,6,0,0,0,1,2,1,1,28.302662240524928,41,,1,3,25.845001076382662,13,501.79,0,58,16.2,964.75,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,3-4-1-12 - 16-3,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
4,5,0,64 and Over,12 - 16,2,15 - 20,40 - 80,4.918057317102775,1.2660766951983629,1.4771805136977354,0,1,3,12,0,0,0,1,5,1,0,24.957628047161887,29,,0,2,32.062569822017295,5,131.33,0,55,15.75,846.2,1,33.85,1844.1,1,0,0.0,0.0,1,0,0,3,1,1,1,1,0,21,1,1,0,0,0,4-5-0-12 - 16-2,0.1,0.018750000000000003,0.03,0.034499999999999996,0.1
1,3,1,44 - 54,16 and Over,1,5 - 10,80 - 120,8.573758722095963,5.120940891650739,3.6269939621698493,0,0,1,8,0,0,0,0,0,-1,-1,0.5061831274916373,30,,1,4,2.901700136676816,10,176.44,0,7,4.95,45.95,1,43.75,316.4,1,1,47.6,284.3,1,1,1,3,1,1,1,1,1,27,1,1,1,1,0,1-3-1-16 and Over-1,0.25,0.046875,0.075,0.08625,0.25
3,1,1,24 - 34,16 and Over,2,5 and Under,40 - 80,6.900964075285011,1.8815970630357617,-0.014306449161668455,1,0,1,7,0,0,0,1,1,1,0,23.894791666684494,20,,0,3,0.15200109934116868,12,589.24,1,4,2.7,13.75,1,42.15,109.05,1,1,26.95,72.3,0,1,1,4,1,1,1,1,1,22,1,1,1,0,0,3-1-1-16 and Over-2,0.0625,0.01171875,0.01875,0.0215625,0.0625
5,5,0,54 - 64,6 - 12,1,10 - 15,40 - 80,7.146221645448969,2.036863967921538,0.002077082683892506,0,1,2,4,1,1,0,0,3,1,1,27.61931719105401,28,,1,4,33.17530453115375,9,182.16,1,64,18.4,1185,1,44.5,2719.7,1,0,0.0,0.0,1,1,0,2,1,0,1,1,0,18,1,0,0,0,1,5-5-0-6 - 12-1,0.07692307692307693,0.014423076923076924,0.023076923076923078,0.02653846153846154,0.07692307692307693
2,2,0,54 - 64,12 - 16,4,25 and Over,10 - 40,11.593079888752687,2.1400954316591063,4.10264700817358,0,1,2,2,0,2,0,0,1,0,1,16.028004863165606,24,,1,2,25.384302041135278,11,277.93,0,54,13.25,724.8,0,0.0,0.0,1,0,0.0,0.0,1,0,0,2,0,0,0,0,0,20,1,0,1,0,0,2-2-0-12 - 16-4,1.0,0.1875,0.3,0.345,1.0
1,1,0,64 and Over,12 - 16,1,10 - 15,40 - 80,23.792288515725332,1.1815343557552123,12.792395472857688,0,0,1,2,2,0,0,1,1,1,1,41.150215422301,21,,0,3,31.183492341703882,12,321.74,0,56,10.05,550.1,0,0.0,0.0,1,0,0.0,0.0,1,0,1,1,1,1,1,1,1,11,1,0,0,1,0,1-1-0-12 - 16-1,0.041666666666666664,0.0078125,0.012499999999999999,0.014374999999999999,0.041666666666666664
3,5,0,24 and Under,12 - 16,1,5 and Under,40 - 80,11.302809293643733,1.2811731843045617,3.8832820630356544,1,0,1,1,1,0,0,0,3,1,1,26.611961412387377,38,,0,3,4.319066221720794,11,160.03,1,25,5.7,129.65,1,25.2,596.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,17,1,1,1,0,1,3-5-0-12 - 16-1,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
5,5,0,64 and Over,6 - 12,2,5 - 10,40 - 80,0.6963749381318767,1.0153076106300405,-1.000544950524795,0,1,2,0,0,0,0,1,3,1,1,23.455133567930194,34,,0,4,41.2721887345234,12,574.01,0,71,36.9,2540.1,0,0.0,0.0,1,1,58.8,4085.6,1,1,1,2,1,0,1,1,1,18,1,0,1,1,1,5-5-0-6 - 12-2,0.0625,0.01171875,0.01875,0.0215625,0.0625
4,4,0,54 - 64,16 and Over,1,15 - 20,40 - 80,2.381767117071741,1.3654666664551622,2.5555405328083367,0,0,1,0,0,0,0,0,0,-1,-1,1.0711732551242519,21,,0,3,32.36429054756995,14,392.57,1,60,23.75,1369.3,0,0.0,0.0,1,0,0.0,0.0,1,1,0,3,0,1,1,1,0,17,1,1,1,0,1,4-4-0-16 and Over-1,0.06666666666666667,0.0125,0.02,0.023,0.06666666666666667
4,1,1,64 and Over,12 - 16,1,25 and Over,80 - 120,10.961130080108708,0.6271989316251438,8.627349877706258,0,0,1,1,1,0,0,1,0,-1,-1,0.6623115445260768,21,,0,2,29.284315560189796,13,771.0,0,64,20.4,1331.35,1,28.4,1879.65,1,0,0.0,0.0,0,0,0,0,1,0,0,0,0,12,1,1,0,0,1,4-1-1-12 - 16-1,0.08333333333333333,0.015625,0.024999999999999998,0.028749999999999998,0.08333333333333333
2,1,0,34 - 44,6 - 12,2,5 - 10,10 - 40,27.38469266493984,1.117929618756009,5.320289767890761,1,0,1,3,0,0,0,0,1,0,0,10.857670968681276,20,,1,1,0.7713227742674266,16,499.84,0,4,2.6,9.95,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1,0,1,1,0,1,18,1,0,1,0,0,2-1-0-6 - 12-2,0.05263157894736842,0.009868421052631578,0.015789473684210523,0.018157894736842102,0.05263157894736842
5,5,0,64 and Over,12 - 16,1,10 - 15,10 - 40,14.632970315885336,0.5535107920766541,2.2641494989526882,0,1,2,12,0,3,0,1,2,1,0,11.599047624056269,40,,0,1,38.08047234346745,9,367.9,0,71,40.9,2811.55,0,0.0,0.0,1,0,0.0,0.0,1,0,0,4,0,0,0,0,0,27,1,0,0,0,1,5-5-0-12 - 16-1,0.058823529411764705,0.011029411764705881,0.01764705882352941,0.02029411764705882,0.058823529411764705
3,4,1,34 - 44,6 - 12,1,10 - 15,40 - 80,20.614846329146996,2.1570072146496937,7.257083288505419,0,0,1,2,1,1,0,0,4,1,1,16.980536849121595,21,,1,2,1.024094284363853,4,87.79,1,3,2.65,6.15,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,3-4-1-6 - 12-1,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
3,3,1,64 and Over,12 - 16,1,10 - 15,40 - 80,6.3030585054696315,0.42197534950105553,2.9636851027105378,0,1,2,3,0,0,0,0,2,1,0,35.27761406246695,27,,1,4,25.267857391786062,16,236.35,0,60,16.5,967.15,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,1,1,1,1,0,21,0,0,1,0,1,3-3-1-12 - 16-1,0.09090909090909091,0.017045454545454544,0.02727272727272727,0.031363636363636364,0.09090909090909091
5,4,1,44 - 54,6 - 12,4,15 - 20,40 - 80,3.134739549478611,0.7294417710142937,-0.6310709945137378,0,0,1,7,0,0,0,0,1,1,0,25.34924317886962,26,,1,3,11.338822166418883,14,611.56,1,31,9.45,334.6,0,0.0,0.0,1,1,25.95,803.4,0,0,1,0,1,1,1,1,0,20,1,0,0,1,0,5-4-1-6 - 12-4,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
3,3,1,34 - 44,12 - 16,2,5 and Under,10 - 40,10.14970774440947,1.1554093890045904,2.3816674526283985,1,1,3,0,0,0,0,1,0,-1,-1,-3.034622911233101,28,,0,1,18.49787285159606,11,218.23,0,52,16.75,797.7,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,3-3-1-12 - 16-2,0.043478260869565216,0.008152173913043478,0.013043478260869565,0.014999999999999998,0.043478260869565216
1,3,0,64 and Over,12 - 16,3,25 and Over,10 - 40,4.626587625597643,1.2776216952364319,1.81473027036999,0,1,2,2,0,0,0,1,3,1,1,21.171702062807988,28,,1,1,28.521904824648413,10,890.49,0,59,14.6,889.6,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,1-3-0-12 - 16-3,0.5,0.09375,0.15,0.1725,0.5
3,4,0,64 and Over,16 and Over,3,25 and Over,80 - 120,5.444706961245794,-0.17313640129641006,3.0545191149423,0,1,2,6,0,1,0,1,0,-1,-1,-0.3977460942133533,41,,0,4,28.14705137436447,8,260.01,0,67,19.1,1341.05,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,1,1,1,1,0,23,0,0,0,0,1,3-4-0-16 and Over-3,0.25,0.046875,0.075,0.08625,0.25
3,4,1,44 - 54,12 - 16,6,15 - 20,80 - 120,13.098817669907236,6.23324988734,6.659573769096669,0,0,1,0,0,0,0,1,3,1,1,52.32505402530354,24,,1,4,24.104495315490304,15,731.53,1,68,11.7,822.85,1,35.4,2422.8,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,1,3-4-1-12 - 16-6,0.5,0.09375,0.15,0.1725,0.5
4,3,1,24 and Under,12 - 16,2,5 and Under,10 - 40,7.098972007870233,-0.0309289577077263,1.383102281444196,0,1,3,11,0,0,0,1,3,0,0,14.345560717718108,28,,0,3,3.0877679283209205,11,318.92,0,43,10.35,437.5,1,37.0,1576.15,1,1,48.6,2056.4,1,1,1,3,1,0,0,1,1,21,1,1,1,1,1,4-3-1-12 - 16-2,0.07692307692307693,0.014423076923076924,0.023076923076923078,0.02653846153846154,0.07692307692307693
3,1,1,44 - 54,16 and Over,1,5 - 10,40 - 80,3.397374668085697,0.13719036282854236,0.8565694685430414,0,1,5,1,1,0,0,1,4,1,0,12.17220706286456,18,,0,2,27.39273375464688,12,219.95,1,50,8.6,470.3,0,0.0,0.0,1,0,0.0,0.0,0,0,0,1,1,0,0,0,0,20,1,0,0,0,1,3-1-1-16 and Over-1,0.08333333333333333,0.015625,0.024999999999999998,0.028749999999999998,0.08333333333333333
3,2,0,24 and Under,12 - 16,2,5 and Under,10 - 40,13.884174852724076,0.6082443319528777,3.7460245093457107,0,1,3,10,2,0,0,1,3,1,1,5.316479661200657,19,,0,2,3.5833048504983824,12,295.77,1,4,3.75,8.75,1,22.8,71.0,0,0,0.0,0.0,1,0,0,3,0,0,0,0,1,26,1,1,0,0,0,3-2-0-12 - 16-2,0.058823529411764705,0.011029411764705881,0.01764705882352941,0.02029411764705882,0.058823529411764705
1,2,1,44 - 54,12 - 16,2,5 and Under,40 - 80,7.308284151641393,-0.6989995151295604,2.3628183725209793,0,1,2,3,2,0,1,1,2,1,1,23.451561021341274,33,,0,4,20.9468806386393,9,390.53,0,52,13.65,706.3,0,0.0,0.0,1,1,30.1,1513.35,0,1,1,0,1,1,1,1,0,17,0,0,1,0,1,1-2-1-12 - 16-2,0.047619047619047616,0.008928571428571428,0.014285714285714284,0.016428571428571428,0.047619047619047616
3,4,1,54 - 64,12 - 16,1,5 - 10,40 - 80,27.20033977264917,4.632050855353327,7.72811853766557,1,0,1,0,0,0,0,1,2,1,0,21.690652138307605,17,,0,1,28.99351596397852,9,669.38,0,56,16.3,949.15,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,1,1,0,1,0,22,0,0,0,0,1,3-4-1-12 - 16-1,0.06666666666666667,0.0125,0.02,0.023,0.06666666666666667
1,1,1,24 - 34,16 and Over,2,5 and Under,10 - 40,6.419352193377803,0.4958431350703776,1.62614536680297,1,0,1,8,0,0,0,1,3,1,0,14.621754961259708,21,,0,3,4.213658592329757,9,232.1,1,25,10.6,267.1,0,0.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,1,15,1,1,1,0,1,1-1-1-16 and Over-2,0.047619047619047616,0.008928571428571428,0.014285714285714284,0.016428571428571428,0.047619047619047616
1,1,1,34 - 44,6 - 12,6,15 - 20,80 - 120,17.179191423350975,2.3708390825936903,14.831283658393042,0,1,4,0,0,0,0,1,3,1,1,55.665857047127446,21,,1,4,25.242749058779687,10,684.87,1,62,25.8,1565.65,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,1,1,1,1,0,20,1,0,0,0,0,1-1-1-6 - 12-6,0.07692307692307693,0.014423076923076924,0.023076923076923078,0.02653846153846154,0.07692307692307693
5,5,1,24 - 34,16 and Over,1,5 and Under,40 - 80,0.7925116291946284,0.7824113469208267,1.1025743281996578,0,1,3,1,1,0,0,1,7,1,1,27.88332617362992,36,,0,5,12.272395579952992,14,499.53,1,36,9.6,363.05,0,0.0,0.0,1,0,0.0,0.0,0,0,0,1,1,1,0,1,0,11,1,0,1,0,1,5-5-1-16 and Over-1,0.0625,0.01171875,0.01875,0.0215625,0.0625
1,1,0,24 - 34,6 - 12,6,5 - 10,10 - 40,-1.3923583157619692,0.12393596357434669,-1.3812090994538646,0,0,1,0,0,0,0,1,3,1,1,15.996854061336062,22,,1,2,2.9838788354342873,11,241.92,1,6,2.95,16.45,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,1,18,1,1,0,0,0,1-1-0-6 - 12-6,0.07142857142857142,0.013392857142857142,0.021428571428571425,0.02464285714285714,0.07142857142857142
4,3,0,64 and Over,12 - 16,3,10 - 15,10 - 40,10.259113348308361,0.4583881071863775,1.0653816337183688,0,0,1,1,0,1,0,1,3,0,0,7.193415282901659,27,,0,3,39.24079548228695,6,172.82,0,72,42.15,3196.75,0,0.0,0.0,1,0,0.0,0.0,1,0,0,3,0,0,0,0,0,10,1,0,0,0,1,4-3-0-12 - 16-3,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
2,2,0,64 and Over,6 - 12,2,5 and Under,10 and Under,6.793695171373311,-0.6171715519182215,0.7003448234702196,0,0,1,0,0,0,0,0,2,0,1,5.8334663878843385,21,,1,2,19.33382875923931,11,169.11,0,36,13.5,517.85,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2-2-0-6 - 12-2,0.25,0.046875,0.075,0.08625,0.25
4,5,1,34 - 44,12 - 16,6,10 - 15,80 - 120,5.218143122664351,1.1087614217179103,6.434236398572251,0,1,3,9,0,1,0,0,3,1,0,42.353361268346326,32,,1,2,9.851983056342434,10,372.85,0,40,12.15,465.85,1,62.95,2412.9,1,1,63.35,2531.7,1,1,1,2,1,1,1,1,0,30,1,1,1,1,0,4-5-1-12 - 16-6,0.16666666666666666,0.03125,0.049999999999999996,0.057499999999999996,0.16666666666666666
2,4,1,24 and Under,12 - 16,6,5 and Under,10 - 40,11.194481911733996,0.5037005833363132,1.6661180641579367,0,0,1,2,0,1,0,0,1,1,0,9.961358467090573,32,,0,3,1.8813857754610936,12,247.75,0,10,5.45,50.55,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,1,1,0,19,0,1,0,0,0,2-4-1-12 - 16-6,0.25,0.046875,0.075,0.08625,0.25
2,3,0,54 - 64,12 - 16,3,20 - 25,80 - 120,17.213068296940815,5.795070974088549,15.584175229012875,0,1,2,10,3,0,0,1,3,1,1,53.451623127681046,29,,0,2,40.236509643559586,14,392.31,0,72,48.5,3589.7,0,0.0,0.0,1,0,0.0,0.0,1,0,0,1,1,1,1,1,0,26,1,0,0,0,1,2-3-0-12 - 16-3,0.1111111111111111,0.020833333333333332,0.03333333333333333,0.03833333333333333,0.1111111111111111
5,1,0,64 and Over,16 and Over,1,15 - 20,10 - 40,7.820821812427828,0.15390357374794617,2.1871035407546935,0,0,1,5,0,0,0,1,1,1,1,18.065363707432393,20,,1,4,24.508599562423385,10,279.13,0,41,14.6,593.65,1,34.45,1285.2,1,0,0.0,0.0,1,0,1,3,1,0,0,1,1,20,1,1,0,0,1,5-1-0-16 and Over-1,0.3333333333333333,0.0625,0.09999999999999999,0.11499999999999999,0.3333333333333333
2,3,1,24 - 34,12 - 16,2,5 and Under,10 - 40,8.759672515731983,1.0887510437341636,1.4689486717510956,0,1,4,1,0,1,0,1,3,0,0,20.37994887085182,22,,1,3,14.107299125516288,13,422.42,1,57,10.3,593.35,1,28.25,1667.7,1,0,0.0,0.0,0,0,0,0,1,0,1,1,0,29,1,1,0,0,0,2-3-1-12 - 16-2,0.058823529411764705,0.011029411764705881,0.01764705882352941,0.02029411764705882,0.058823529411764705
2,1,1,24 - 34,16 and Over,1,5 and Under,40 - 80,3.4900960162099253,0.32920391449633346,1.6822718345201069,0,0,2,0,0,0,0,1,3,0,1,25.967106398670346,29,,1,1,13.764908910726794,11,330.14,0,36,8.2,293.8,1,32.45,1110.85,0,1,20.4,716.15,1,0,0,3,0,0,0,0,1,24,1,0,1,0,0,2-1-1-16 and Over-1,0.05555555555555555,0.010416666666666666,0.016666666666666666,0.019166666666666665,0.05555555555555555
3,3,0,64 and Over,6 - 12,6,40 and Over,10 - 40,11.092669531132795,0.49144030202014055,0.9920239232022262,0,1,4,4,1,1,0,1,3,1,0,7.6299930048739695,16,,0,3,36.81166643949726,9,126.81,0,67,20.2,1310.95,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,1,3-3-0-6 - 12-6,0.14285714285714285,0.026785714285714284,0.04285714285714285,0.04928571428571428,0.14285714285714285
2,3,0,24 and Under,16 and Over,2,5 and Under,10 - 40,1.5252962400245944,0.7693730688572747,1.6063806857215193,0,0,1,7,2,0,0,1,3,1,0,14.021385398675347,26,,1,1,8.737517608614205,12,192.08,1,29,11.2,309.85,1,26.25,758.45,0,0,0.0,0.0,1,0,0,3,0,0,0,0,1,19,1,1,1,0,0,2-3-0-16 and Over-2,0.1,0.018750000000000003,0.03,0.034499999999999996,0.1
5,1,1,24 and Under,12 - 16,5,5 and Under,10 - 40,6.109832371883357,0.110065202024107,0.5275132625924278,0,1,4,1,0,1,0,0,2,1,0,6.384448892666984,21,,0,2,0.07014800113995556,12,262.13,0,2,6.5,13.85,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,1,0,1,1,18,0,0,1,0,0,5-1-1-12 - 16-5,0.25,0.046875,0.075,0.08625,0.25
3,1,1,44 - 54,12 - 16,2,5 - 10,10 - 40,9.32856044822678,1.166955382137735,0.16273856852208413,0,0,1,0,0,0,0,1,1,1,1,15.138341820166236,20,,1,3,12.885245843784759,7,168.92,0,42,12.75,525.85,0,0.0,0.0,1,0,0.0,0.0,1,0,0,0,1,1,1,1,0,20,0,0,1,0,0,3-1-1-12 - 16-2,0.0625,0.01171875,0.01875,0.0215625,0.0625
3,5,0,64 and Over,12 - 16,1,10 - 15,40 - 80,10.333693718368826,0.6074769576327257,7.155082166169359,0,1,3,1,0,1,0,0,1,0,0,26.868130098556687,22,,1,1,11.40122444953084,7,319.63,0,30,4.95,154.6,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,25,1,0,1,0,0,3-5-0-12 - 16-1,0.2,0.037500000000000006,0.06,0.06899999999999999,0.2
5,4,1,64 and Over,16 and Over,2,15 - 20,10 - 40,27.566873351515298,0.7148376382412789,6.556561553019452,0,0,1,11,0,5,0,1,6,1,1,9.894716694804771,33,,1,3,33.670725323385824,10,239.82,1,71,19.8,1371.4,1,42.2,2970.95,1,1,33.4,2326.45,1,1,1,1,0,1,0,0,1,23,1,1,1,0,1,5-4-1-16 and Over-2,0.1111111111111111,0.020833333333333332,0.03333333333333333,0.03833333333333333,0.1111111111111111
